Time [s], Filename
42.7113, outdoor/snapshot_319.png
42.8429, outdoor/snapshot_320.png
42.9788, outdoor/snapshot_321.png
43.111, outdoor/snapshot_322.png
43.2474, outdoor/snapshot_323.png
43.3787, outdoor/snapshot_324.png
43.5107, outdoor/snapshot_325.png
43.6466, outdoor/snapshot_326.png
43.7785, outdoor/snapshot_327.png
43.9121, outdoor/snapshot_328.png
44.0472, outdoor/snapshot_329.png
44.1784, outdoor/snapshot_330.png
44.311, outdoor/snapshot_331.png
44.4457, outdoor/snapshot_332.png
44.5789, outdoor/snapshot_333.png
44.7109, outdoor/snapshot_334.png
44.8461, outdoor/snapshot_335.png
44.9784, outdoor/snapshot_336.png
45.114, outdoor/snapshot_337.png
45.2463, outdoor/snapshot_338.png
45.3824, outdoor/snapshot_339.png
45.5151, outdoor/snapshot_340.png
45.6474, outdoor/snapshot_341.png
45.7831, outdoor/snapshot_342.png
45.9152, outdoor/snapshot_343.png
46.0478, outdoor/snapshot_344.png
46.1793, outdoor/snapshot_345.png
46.3141, outdoor/snapshot_346.png
46.4464, outdoor/snapshot_347.png
46.5828, outdoor/snapshot_348.png
46.7144, outdoor/snapshot_349.png
46.8464, outdoor/snapshot_350.png
46.9827, outdoor/snapshot_351.png
47.1144, outdoor/snapshot_352.png
47.2465, outdoor/snapshot_353.png
47.3828, outdoor/snapshot_354.png
47.5142, outdoor/snapshot_355.png
47.6458, outdoor/snapshot_356.png
47.7821, outdoor/snapshot_357.png
47.914, outdoor/snapshot_358.png
48.0498, outdoor/snapshot_359.png
48.1816, outdoor/snapshot_360.png
48.3195, outdoor/snapshot_361.png
48.4518, outdoor/snapshot_362.png
48.5833, outdoor/snapshot_363.png
48.7184, outdoor/snapshot_364.png
48.8497, outdoor/snapshot_365.png
48.9824, outdoor/snapshot_366.png
49.1186, outdoor/snapshot_367.png
49.2517, outdoor/snapshot_368.png
49.3823, outdoor/snapshot_369.png
49.5183, outdoor/snapshot_370.png
49.6504, outdoor/snapshot_371.png
49.7824, outdoor/snapshot_372.png
49.9189, outdoor/snapshot_373.png
50.0503, outdoor/snapshot_374.png
50.1864, outdoor/snapshot_375.png
50.3183, outdoor/snapshot_376.png
50.4515, outdoor/snapshot_377.png
50.5864, outdoor/snapshot_378.png
50.7188, outdoor/snapshot_379.png
50.8547, outdoor/snapshot_380.png
50.9862, outdoor/snapshot_381.png
51.1193, outdoor/snapshot_382.png
51.2501, outdoor/snapshot_383.png
51.3861, outdoor/snapshot_384.png
51.5188, outdoor/snapshot_385.png
51.6542, outdoor/snapshot_386.png
51.7864, outdoor/snapshot_387.png
51.9182, outdoor/snapshot_388.png
52.0544, outdoor/snapshot_389.png
52.1859, outdoor/snapshot_390.png
52.3222, outdoor/snapshot_391.png
52.4539, outdoor/snapshot_392.png
52.5863, outdoor/snapshot_393.png
52.7228, outdoor/snapshot_394.png
52.855, outdoor/snapshot_395.png
52.9878, outdoor/snapshot_396.png
53.123, outdoor/snapshot_397.png
53.2534, outdoor/snapshot_398.png
53.39, outdoor/snapshot_399.png
53.5219, outdoor/snapshot_400.png
53.6544, outdoor/snapshot_401.png
53.7868, outdoor/snapshot_402.png
53.9222, outdoor/snapshot_403.png
54.054, outdoor/snapshot_404.png
54.1861, outdoor/snapshot_405.png
54.3224, outdoor/snapshot_406.png
54.4544, outdoor/snapshot_407.png
54.5901, outdoor/snapshot_408.png
54.7221, outdoor/snapshot_409.png
54.8544, outdoor/snapshot_410.png
54.9908, outdoor/snapshot_411.png
55.1221, outdoor/snapshot_412.png
55.2544, outdoor/snapshot_413.png
55.3909, outdoor/snapshot_414.png
55.5235, outdoor/snapshot_415.png
55.6583, outdoor/snapshot_416.png
55.7907, outdoor/snapshot_417.png
55.9231, outdoor/snapshot_418.png
56.058, outdoor/snapshot_419.png
56.1901, outdoor/snapshot_420.png
56.3223, outdoor/snapshot_421.png
56.4583, outdoor/snapshot_422.png
56.593, outdoor/snapshot_423.png
56.7225, outdoor/snapshot_424.png
56.8584, outdoor/snapshot_425.png
56.9912, outdoor/snapshot_426.png
57.1267, outdoor/snapshot_427.png
57.2591, outdoor/snapshot_428.png
57.3904, outdoor/snapshot_429.png
57.5274, outdoor/snapshot_430.png
57.6588, outdoor/snapshot_431.png
57.7905, outdoor/snapshot_432.png
57.9263, outdoor/snapshot_433.png
58.0577, outdoor/snapshot_434.png
58.194, outdoor/snapshot_435.png
58.3264, outdoor/snapshot_436.png
58.4582, outdoor/snapshot_437.png
58.5948, outdoor/snapshot_438.png
58.7254, outdoor/snapshot_439.png
58.8624, outdoor/snapshot_440.png
58.9939, outdoor/snapshot_441.png
59.1262, outdoor/snapshot_442.png
59.2606, outdoor/snapshot_443.png
59.394, outdoor/snapshot_444.png
59.5272, outdoor/snapshot_445.png
59.6624, outdoor/snapshot_446.png
59.7944, outdoor/snapshot_447.png
59.9311, outdoor/snapshot_448.png
60.0624, outdoor/snapshot_449.png
60.1942, outdoor/snapshot_450.png
60.3264, outdoor/snapshot_451.png
60.4625, outdoor/snapshot_452.png
60.5941, outdoor/snapshot_453.png
60.727, outdoor/snapshot_454.png
